pal_id,world,x,y,time_of_day,level,is_boss
177:0,worldTree,563040,-606020,both,74,false
177:0,worldTree,563230,-591080,both,74,false
177:0,worldTree,563765,-582395,both,74,false
177:0,worldTree,564410,-558408,both,74,false
177:0,worldTree,564924,-572170,both,74,false
177:0,worldTree,565000,-563047,both,74,false
177:0,worldTree,565273,-566308,both,74,false
177:0,worldTree,565275,-601082,both,74,false
177:0,worldTree,567740,-634550,both,74,false
177:0,worldTree,568085,-571175,both,74,false
177:0,worldTree,568320,-576972,both,74,false
177:0,worldTree,569482,-560976,both,74,false
177:0,worldTree,569495,-602805,both,74,false
177:0,worldTree,572566,-563173,both,74,false
177:0,worldTree,574544,-609821,both,74,false
177:0,worldTree,574567,-566956,both,74,false
177:0,worldTree,574580,-633620,both,74,false
177:0,worldTree,575776,-569982,both,74,false
177:0,worldTree,576161,-578215,both,74,false
177:0,worldTree,576223,-573740,both,74,false
177:0,worldTree,585050,-616390,both,74,false
177:0,worldTree,586415,-631810,both,74,false
177:0,worldTree,588735,-622460,both,74,false
177:0,worldTree,596240,-631960,both,74,false
177:0,worldTree,603854,-638068,both,74,false
177:0,worldTree,607480,-632060,both,74,false
177:0,worldTree,608310,-624740,both,74,false
177:0,worldTree,608555,-656620,both,74,false
177:0,worldTree,609570,-638120,both,74,false
164:0,palpagos,-844918,13761,both,64,false
164:0,palpagos,-842297,18616,both,64,false
164:0,palpagos,-840651,2924,both,64,false
164:0,palpagos,-840073,7500,both,64,false
164:0,palpagos,-839280,21537,both,64,false
164:0,palpagos,-837354,12460,both,64,false
164:0,palpagos,-836925,30730,both,64,false
164:0,palpagos,-836855,32577,both,64,false
164:0,palpagos,-836035,57515,both,64,false
164:0,palpagos,-835870,53383,both,64,false
164:0,palpagos,-835725,24854,both,64,false
164:0,palpagos,-835531,5188,both,64,false
164:0,palpagos,-835096,15362,both,64,false
164:0,palpagos,-834340,18163,both,64,false
164:0,palpagos,-832855,58845,both,64,false
164:0,palpagos,-832756,47524,both,64,false
164:0,palpagos,-831973,26674,both,64,false
164:0,palpagos,-831499,56696,both,64,false
164:0,palpagos,-831374,10659,both,64,false
164:0,palpagos,-829612,35278,both,64,false
164:0,palpagos,-829450,60230,both,64,false
164:0,palpagos,-829049,49854,both,64,false
164:0,palpagos,-826375,41285,both,64,false
164:0,palpagos,-824841,61197,both,64,false
164:0,palpagos,-824511,27497,both,64,false
164:0,palpagos,-824060,35065,both,64,false
164:0,palpagos,-821045,58215,both,64,false
164:0,palpagos,-819258,8576,both,64,false
164:0,palpagos,-819064,34004,both,64,false
164:0,palpagos,-817244,11958,both,64,false
164:0,palpagos,-816358,47830,both,64,false
164:0,palpagos,-816346,21582,both,64,false
164:0,palpagos,-815647,40912,both,64,false
164:0,palpagos,-815436,35975,both,64,false
164:0,palpagos,-811752,25359,both,64,false
164:0,palpagos,-808297,24776,both,64,false
164:0,palpagos,-805530,22910,both,64,false
164:0,palpagos,-803197,20052,both,64,false
164:0,palpagos,-802266,48290,both,64,false
164:0,palpagos,-799571,54490,both,64,false
164:0,palpagos,-799282,35173,both,64,false
164:0,palpagos,-799018,31398,both,64,false
164:0,palpagos,-798051,17188,both,64,false
164:0,palpagos,-796730,22075,both,64,false
164:0,palpagos,-796380,30560,both,64,false
164:0,palpagos,-796076,55995,both,64,false
164:0,palpagos,-795826,53430,both,64,false
164:0,palpagos,-794680,29230,both,64,false
164:0,palpagos,-794512,23125,both,64,false
164:0,palpagos,-794436,51170,both,64,false
164:0,palpagos,-794347,48106,both,64,false
164:0,palpagos,-793790,17557,both,64,false
164:0,palpagos,-793100,31918,both,64,false
9:0,palpagos,-420180,17980,both,,false
9:0,palpagos,-416569,7019,both,,false
9:0,palpagos,-409342,22090,both,,false
9:0,palpagos,-405821,73577,both,,false
9:0,palpagos,-394848,31352,both,,false
9:0,palpagos,-391719,12556,both,,false
9:0,palpagos,-384582,104504,both,,false
9:0,palpagos,-383475,72608,both,,false
9:0,palpagos,-375073,46277,both,,false
9:0,palpagos,-365264,34388,both,,false
9:0,palpagos,-360301,110571,both,,false
9:0,palpagos,-359320,77090,both,,false
9:0,palpagos,-355812,67857,both,,false
9:0,palpagos,-354010,118530,both,,false
9:0,palpagos,-345609,117241,both,,false
9:0,palpagos,-332920,211832,both,,false
9:0,palpagos,-331135,218730,both,4,false
9:0,palpagos,-328975,208605,both,,false
9:0,palpagos,-327845,240070,both,4,false
9:0,palpagos,-326928,160737,both,,false
9:0,palpagos,-325497,161023,both,,false
9:0,palpagos,-321315,212305,both,4,false
9:0,palpagos,-318710,231050,both,4,false
9:0,palpagos,-317295,209345,both,4,false
9:0,palpagos,-315540,200080,both,,false
9:0,palpagos,-314298,201014,both,,false
9:0,palpagos,-313516,200588,both,,false
9:0,palpagos,-311450,229810,both,4,false
9:0,palpagos,-304775,245900,both,4,false
9:0,palpagos,-299150,244740,both,4,false
9:0,palpagos,-295085,229790,both,4,false
9:0,palpagos,-292750,137720,both,,false
9:0,palpagos,-289830,228190,both,4,false
9:0,palpagos,-288710,224140,both,4,false
9:0,palpagos,-287307,157266,both,,false
9:0,palpagos,-284373,166622,both,,false
9:0,palpagos,-283179,170087,both,,false
9:0,palpagos,-274930,324051,both,,false
9:0,palpagos,-273593,173827,both,,false
9:0,palpagos,-268202,144829,both,,false
9:0,palpagos,-265408,100382,both,,false
9:0,palpagos,-264631,100818,both,,false
9:0,palpagos,-263873,233929,both,,false
9:0,palpagos,-261962,138373,both,,false
9:0,palpagos,-252762,303959,both,10,false
9:0,palpagos,-251914,312389,both,,false
9:0,palpagos,-251166,312151,both,,false
9:0,palpagos,-249880,300913,both,10,false
9:0,palpagos,-244910,31000,both,,false
9:0,palpagos,-239526,294674,both,10,false
9:0,palpagos,-236562,105939,both,,false
9:0,palpagos,-234616,165831,both,,false
9:0,palpagos,-233808,166073,both,,false
9:0,palpagos,-224260,107200,both,,false
9:0,palpagos,-217166,318578,both,,false
9:0,palpagos,-207583,176759,both,,false
9:0,palpagos,-206010,193850,both,,false
9:0,palpagos,-195299,320031,both,,false
9:0,palpagos,-185190,181260,both,,false
9:0,palpagos,-184277,56039,both,,false
9:0,palpagos,-181589,326187,both,,false
9:0,palpagos,-165886,183588,both,,false
9:0,palpagos,-156670,183420,both,,false
9:0,palpagos,-139920,181210,both,,false
9:0,palpagos,-138440,178020,both,,false
9:0,palpagos,-136594,-53223,both,,false
9:0,palpagos,-75487,-81712,both,47,false
9:0,palpagos,-66375,-72995,both,47,false
9:0,palpagos,-60649,-9059,both,47,false
9:0,palpagos,-51787,-71829,both,47,false
9:0,palpagos,-44261,-64997,both,47,false
9:0,palpagos,-38114,-66537,both,47,false
158:0,worldTree,432395,-738990,both,80,false
158:0,worldTree,440875,-705850,both,80,false
158:0,worldTree,481910,-728450,both,80,false
158:0,worldTree,484050,-616590,both,80,false
158:0,worldTree,501340,-553790,both,80,false
158:0,worldTree,504895,-634410,both,80,false
158:0,worldTree,505061,-544208,both,80,false
158:0,worldTree,507600,-534060,both,80,false
158:0,worldTree,507830,-739460,both,80,false
158:0,worldTree,511395,-588755,both,80,false
158:0,worldTree,519080,-684705,both,80,false
158:0,worldTree,522790,-546340,both,80,false
158:0,worldTree,530795,-714440,both,80,false
158:0,worldTree,539955,-583230,both,80,false
158:0,worldTree,562240,-739265,both,80,false
158:0,worldTree,563900,-594970,both,80,false
158:0,worldTree,584800,-629000,both,80,false
158:0,worldTree,599576,-591256,both,80,false
158:0,worldTree,613035,-603440,both,80,false
158:0,worldTree,622300,-711610,both,80,false
158:0,worldTree,622665,-753354,both,80,false
158:0,palpagos,-174579,-158214,both,55,true
77:0,palpagos,-228041,163150,both,22,false
77:0,palpagos,-227632,160263,both,22,false
77:0,palpagos,-227253,165975,both,22,false
77:0,palpagos,-225663,168164,both,22,false
77:0,palpagos,-223527,166236,both,22,false
77:0,palpagos,-222242,173161,both,22,false
77:0,palpagos,-220374,171731,both,22,false
77:0,palpagos,-219970,164042,both,22,false
77:0,palpagos,-219777,159368,both,22,false
77:0,palpagos,-217721,174783,both,22,false
77:0,palpagos,-217304,156667,both,22,false
77:0,palpagos,-216769,169449,both,22,false
77:0,palpagos,-216191,165542,both,22,false
77:0,palpagos,-214524,159862,both,22,false
77:0,palpagos,-213292,167757,both,22,false
77:0,palpagos,-213044,163218,both,22,false
77:0,palpagos,-210977,165344,both,22,false
77:0,palpagos,-209839,160097,both,22,false
77:0,palpagos,-209393,173579,both,22,false
77:0,palpagos,-208909,168046,both,22,false
77:0,palpagos,-206910,158170,both,22,false
77:0,palpagos,-204177,169100,both,22,false
77:0,palpagos,-201888,175222,both,22,false
77:0,palpagos,-201472,166930,both,22,false
77:0,palpagos,-200821,164261,both,22,false
77:0,palpagos,-199088,169800,both,22,false
77:0,palpagos,-197528,166405,both,22,false
77:0,palpagos,-197006,184881,both,22,false
77:0,palpagos,-194320,175588,both,22,false
77:0,palpagos,-193590,182153,both,22,false
77:0,palpagos,-191516,185018,both,22,false
77:0,palpagos,-188914,159227,both,22,false
77:0,palpagos,-188833,175420,both,22,false
77:0,palpagos,-188372,166907,both,22,false
77:0,palpagos,-187750,179601,both,22,false
77:0,palpagos,-186312,169709,both,22,false
77:0,palpagos,-184153,172359,both,22,false
77:0,palpagos,-182327,175691,both,22,false
77:0,palpagos,-180764,152315,both,22,false
77:0,palpagos,-179396,157621,both,22,false
77:0,palpagos,-178013,165285,both,22,false
77:0,palpagos,-177987,170021,both,22,false
77:0,palpagos,-175821,167693,both,22,false
77:0,palpagos,-175465,150866,both,22,false
77:0,palpagos,-174888,163034,both,22,false
77:0,palpagos,-174702,145578,both,22,false
77:0,palpagos,-173495,153282,both,22,false
77:0,palpagos,-170985,168471,both,22,false
77:0,palpagos,-169601,159397,both,22,false
77:0,palpagos,-168452,166948,both,22,false
77:0,palpagos,-167307,147235,both,22,false
77:0,palpagos,-166281,157355,both,22,false
77:0,palpagos,-164815,164926,both,22,false
77:0,palpagos,-163967,173742,both,22,false
77:0,palpagos,-163673,167590,both,22,false
77:0,palpagos,-163525,149821,both,22,false
77:0,palpagos,-163051,162497,both,22,false
77:0,palpagos,-160326,160471,both,22,false
77:0,palpagos,-158994,173574,both,22,false
77:0,palpagos,-156599,176679,both,22,false
77:0,palpagos,-156162,158190,both,22,false
77:0,palpagos,-155291,167339,both,22,false
77:0,palpagos,-153741,156220,both,22,false
77:0,palpagos,-153662,151928,both,22,false
77:0,palpagos,-151971,159841,both,22,false
77:0,palpagos,-151488,164786,both,22,false
77:0,palpagos,-150085,171995,both,22,false
77:0,palpagos,-148028,176762,both,22,false
77:0,palpagos,-147912,165478,both,22,false
77:0,palpagos,-146804,180550,both,22,false
77:0,palpagos,-144144,172733,both,22,false
77:0,palpagos,-140124,166909,both,22,false
18:0,palpagos,-575924,117410,both,22,false
18:0,palpagos,-563460,120601,both,22,false
18:0,palpagos,-439179,172225,both,20,false
18:0,palpagos,-431007,171076,both,20,false
18:0,palpagos,-424355,185842,both,20,false
18:0,palpagos,-417331,195772,both,,false
18:0,palpagos,-416326,196047,both,,false
18:0,palpagos,-414788,184305,both,,false
18:0,palpagos,-414171,184509,both,,false
18:0,palpagos,-322939,431397,both,,false
18:0,palpagos,-322332,430407,both,,false
18:0,palpagos,-318686,413774,both,,false
18:0,palpagos,-317953,413358,both,,false
18:0,palpagos,-249184,249728,both,,false
18:0,palpagos,-248766,248252,both,,false
18:0,palpagos,-128438,351939,both,,false
18:0,palpagos,-127842,352481,both,,false
18:0,palpagos,-120383,132306,both,39,false
18:0,palpagos,-117790,119770,both,,false
18:0,palpagos,-117387,119779,both,,false
18:0,palpagos,-107493,141865,both,39,false
18:0,palpagos,-99899,153634,both,,false
18:0,palpagos,-99130,153570,both,,false
18:0,palpagos,-98363,153516,both,,false
18:0,palpagos,-96880,107040,both,,false
18:0,palpagos,-96225,106638,both,,false
18:0,palpagos,-95750,328550,both,,false
18:0,palpagos,-95372,328411,both,,false
18:0,palpagos,-93235,149644,both,39,false
18:0,palpagos,-87154,80845,both,,false
18:0,palpagos,-86618,79401,both,,false
18:0,palpagos,-85326,144906,both,39,false
18:0,palpagos,-82092,170524,both,,false
18:0,palpagos,-81625,170207,both,,false
18:0,palpagos,-78548,140421,both,39,false
18:0,palpagos,-70859,137647,both,39,false
18:0,palpagos,-66420,155933,both,39,false
18:0,palpagos,-65447,142012,both,39,false
18:0,palpagos,-64647,290958,both,,false
18:0,palpagos,-63911,135828,both,39,false
18:0,palpagos,-60776,157643,both,39,false
18:0,palpagos,-55277,86207,both,39,false
18:0,palpagos,-53315,174062,both,39,false
18:0,palpagos,-51148,232253,both,,false
18:0,palpagos,-50796,231926,both,,false
18:0,palpagos,-50582,230828,both,,false
18:0,palpagos,-50374,162441,both,39,false
18:0,palpagos,-50024,96902,both,39,false
18:0,palpagos,-47914,155249,both,39,false
18:0,palpagos,-47206,59151,both,,false
18:0,palpagos,-46771,58430,both,,false
18:0,palpagos,-45574,158837,both,39,false
18:0,palpagos,-42119,57545,both,39,false
18:0,palpagos,-41351,167797,both,39,false
18:0,palpagos,-40740,203860,both,,false
18:0,palpagos,-39532,43455,both,39,false
18:0,palpagos,-35739,97932,both,39,false
18:0,palpagos,-34538,170537,both,39,false
18:0,palpagos,-30664,41666,both,39,false
18:0,palpagos,-29919,96301,both,39,false
18:0,palpagos,-28006,86760,both,39,false
18:0,palpagos,-25786,94324,both,39,false
18:0,palpagos,-22261,101876,both,39,false
18:0,palpagos,-18146,107120,both,39,false
18:0,palpagos,-14990,125009,both,39,false
18:0,palpagos,-13479,156698,both,39,false
18:0,palpagos,24842,203209,both,,false
18:0,palpagos,25679,202883,both,,false
18:0,palpagos,51069,213660,both,,false
18:0,palpagos,51830,213790,both,,false
18:0,palpagos,126050,235850,both,,false
18:0,palpagos,126780,236080,both,,false
18:0,palpagos,-285331,210163,both,15,true
61:0,palpagos,-289056,135279,both,16,false
61:0,palpagos,-283663,136497,both,16,false
61:0,palpagos,-280428,130126,both,16,false
61:0,palpagos,-278126,157306,both,16,false
61:0,palpagos,-275376,160184,both,16,false
61:0,palpagos,-274779,146190,both,16,false
61:0,palpagos,-272966,128291,both,16,false
61:0,palpagos,-271240,136128,both,16,false
61:0,palpagos,-270033,143293,both,16,false
61:0,palpagos,-268376,151343,both,16,false
61:0,palpagos,-267304,154152,both,16,false
61:0,palpagos,-266293,183884,both,16,false
61:0,palpagos,-265975,180442,both,16,false
61:0,palpagos,-264241,156103,both,16,false
61:0,palpagos,-263239,164589,both,16,false
61:0,palpagos,-261442,155300,both,16,false
61:0,palpagos,-260689,184740,both,16,false
61:0,palpagos,-259220,122598,both,16,false
61:0,palpagos,-257375,120214,both,16,false
61:0,palpagos,-255940,140279,both,16,false
61:0,palpagos,-255197,133430,both,16,false
61:0,palpagos,-254498,146113,both,16,false
61:0,palpagos,-253545,119041,both,16,false
61:0,palpagos,-252041,168294,both,16,false
61:0,palpagos,-251376,163155,both,16,false
61:0,palpagos,-250192,141750,both,16,false
61:0,palpagos,-249072,145301,both,16,false
61:0,palpagos,-248121,131705,both,16,false
61:0,palpagos,-247322,156851,both,16,false
61:0,palpagos,-246771,121957,both,16,false
61:0,palpagos,-246215,185474,both,16,false
61:0,palpagos,-245144,195282,both,16,false
61:0,palpagos,-244530,173288,both,16,false
61:0,palpagos,-243991,120729,both,16,false
61:0,palpagos,-243036,197671,both,16,false
61:0,palpagos,-242679,127421,both,16,false
61:0,palpagos,-242130,187733,both,16,false
61:0,palpagos,-241164,135727,both,16,false
61:0,palpagos,-240347,156600,both,16,false
61:0,palpagos,-239939,119764,both,16,false
61:0,palpagos,-239346,168689,both,16,false
61:0,palpagos,-238915,199019,both,16,false
61:0,palpagos,-238340,151442,both,16,false
61:0,palpagos,-237789,163442,both,16,false
61:0,palpagos,-237128,176269,both,16,false
61:0,palpagos,-235933,131791,both,16,false
61:0,palpagos,-235040,174485,both,16,false
61:0,palpagos,-234380,121898,both,16,false
61:0,palpagos,-233441,182064,both,16,false
61:0,palpagos,-232559,189623,both,16,false
61:0,palpagos,-231275,155645,both,16,false
61:0,palpagos,-230557,197602,both,16,false
61:0,palpagos,-230232,144450,both,16,false
61:0,palpagos,-229437,205219,both,16,false
61:0,palpagos,-228440,195557,both,16,false
61:0,palpagos,-227361,190658,both,16,false
61:0,palpagos,-226149,143433,both,16,false
61:0,palpagos,-225412,193149,both,16,false
61:0,palpagos,-224901,206289,both,16,false
61:0,palpagos,-223262,196134,both,16,false
61:0,palpagos,-221660,204234,both,16,false
61:0,palpagos,-220237,206969,both,16,false
61:0,palpagos,-219526,201918,both,16,false
61:0,palpagos,-216904,204958,both,16,false
61:0,palpagos,-215142,130199,both,16,false
61:0,palpagos,-214161,137270,both,16,false
61:0,palpagos,-213018,192517,both,16,false
61:0,palpagos,-211890,180867,both,16,false
61:0,palpagos,-210587,195724,both,16,false
61:0,palpagos,-208769,133295,both,16,false
61:0,palpagos,-206833,188529,both,16,false
61:0,palpagos,-204950,143924,both,16,false
73:0,palpagos,-471730,-99501,both,22,false
73:0,palpagos,-466386,-57220,both,28,false
73:0,palpagos,-459779,-155055,both,22,false
73:0,palpagos,-452863,-133047,both,30,false
73:0,palpagos,-445827,-114250,both,30,false
73:0,palpagos,-440963,-86912,both,30,false
73:0,palpagos,-435386,-67000,both,30,false
73:0,palpagos,-431024,-179139,both,30,false
73:0,palpagos,-423319,-177989,both,30,false
73:0,palpagos,-415131,-63218,both,30,false
73:0,palpagos,-379535,9906,both,21,false
73:0,palpagos,-349680,155500,both,10,false
73:0,palpagos,-326249,-1366,both,21,false
73:0,palpagos,-283496,-29802,both,21,false
73:0,palpagos,-109779,395960,night,31,false
73:0,palpagos,-96325,474104,night,28,false
73:0,palpagos,-83974,475714,night,28,false
73:0,palpagos,-76252,407113,night,32,false
73:0,palpagos,-67062,404338,night,32,false
73:0,palpagos,-60616,449043,night,32,false
